Institute,Course,Quota,Candidate Category,Min_Rank,Max_Rank,Count,Percentile_40,Most_Probable_Round
"INDIRA GANDHI MEDICAL COLL., SHIMLA, IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA, Himachal Pradesh, 171001",MBBS,All India,EWS,3449,6575,4,3368.6,R1
"INDIRA GANDHI MEDICAL COLL., SHIMLA, IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA, Himachal Pradesh, 171001",MBBS,All India,General,2219,3315,9,3368.6,R1
"INDIRA GANDHI MEDICAL COLL., SHIMLA, IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA, Himachal Pradesh, 171001",MBBS,All India,OBC,2350,5050,7,3368.6,R1
"INDIRA GANDHI MEDICAL COLL., SHIMLA, IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA, Himachal Pradesh, 171001",MBBS,All India,OBC PwD,367205,572680,2,3368.6,R1
"INDIRA GANDHI MEDICAL COLL., SHIMLA, IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA, Himachal Pradesh, 171001",MBBS,All India,SC,2840,35718,3,3368.6,R2
"INDIRA GANDHI MEDICAL COLL., SHIMLA, IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA, Himachal Pradesh, 171001",MBBS,All India,ST,65677,70302,2,3368.6,R2
"INST OF PG MED EDU & RESEARCH, K OLKATA, 244 AJC Bose Road, Kolkata, West Bengal, 700020",MBBS,All India,EWS,3935,5990,4,4323.0,R1
"INST OF PG MED EDU & RESEARCH, K OLKATA, 244 AJC Bose Road, Kolkata, West Bengal, 700020",MBBS,All India,General,1304,3984,10,4323.0,R1
"INST OF PG MED EDU & RESEARCH, K OLKATA, 244 AJC Bose Road, Kolkata, West Bengal, 700020",MBBS,All India,OBC,3040,5319,8,4323.0,R1
"INST OF PG MED EDU & RESEARCH, K OLKATA, 244 AJC Bose Road, Kolkata, West Bengal, 700020",MBBS,All India,OBC PwD,427262,670020,2,4323.0,R1
"INST OF PG MED EDU & RESEARCH, K OLKATA, 244 AJC Bose Road, Kolkata, West Bengal, 700020",MBBS,All India,SC,21234,43433,6,4323.0,R1
"INST OF PG MED EDU & RESEARCH, K OLKATA, 244 AJC Bose Road, Kolkata, West Bengal, 700020",MBBS,All India,SC PwD,162804,162804,1,4323.0,R1
"INST OF PG MED EDU & RESEARCH, K OLKATA, 244 AJC Bose Road, Kolkata, West Bengal, 700020",MBBS,All India,ST,59377,78128,4,4323.0,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,EWS,634,1634,12,1130.4,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,EWS PwD,187697,187697,1,1130.4,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,General,235,1098,33,1130.4,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,General PwD,43108,43108,1,1130.4,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,OBC,592,1585,29,1130.4,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,OBC PwD,30987,68895,2,1130.4,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,SC,4255,15063,15,1130.4,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,SC PwD,374749,374749,1,1130.4,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,ST,17631,26209,9,1130.4,R1
"INST.OF MED.SCIENC ES, BHU, VARANA SI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open Seat Quota,ST PwD,919465,919465,1,1130.4,R1
"IRT Perundurai Medical College, Perundurai, GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT, Tamil Nadu, 638053",MBBS,All India,EWS,22428,27277,3,13145.2,R3
"IRT Perundurai Medical College, Perundurai, GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT, Tamil Nadu, 638053",MBBS,All India,General PwD,556512,556512,1,13145.2,R1
"IRT Perundurai Medical College, Perundurai, GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT, Tamil Nadu, 638053",MBBS,All India,OBC,9214,14110,11,13145.2,R2
"IRT Perundurai Medical College, Perundurai, GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT, Tamil Nadu, 638053",MBBS,All India,OBC PwD,1002236,1002236,1,13145.2,R2
"IRT Perundurai Medical College, Perundurai, GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT, Tamil Nadu, 638053",MBBS,All India,SC,72160,126598,6,13145.2,R2
"IRT Perundurai Medical College, Perundurai, GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT, Tamil Nadu, 638053",MBBS,All India,ST,136270,156658,2,13145.2,R2
"Indira Gandhi Govt. Dental College, Jammu, Indira Gandhi Govt. Dental College, Rehari Chungi, Jammu, Jammu And Kashmir, 180005",BDS,All India,EWS,36982,41547,3,40515.0,R1
"Indira Gandhi Govt. Dental College, Jammu, Indira Gandhi Govt. Dental College, Rehari Chungi, Jammu, Jammu And Kashmir, 180005",BDS,All India,General,27747,40745,4,40515.0,R2
"Indira Gandhi Govt. Dental College, Jammu, Indira Gandhi Govt. Dental College, Rehari Chungi, Jammu, Jammu And Kashmir, 180005",BDS,All India,OBC,30299,49553,9,40515.0,R1
"Indira Gandhi Govt. Dental College, Jammu, Indira Gandhi Govt. Dental College, Rehari Chungi, Jammu, Jammu And Kashmir, 180005",BDS,All India,SC,149295,174646,4,40515.0,R2
"Indira Gandhi Institute of Dental Sciences, Pondicherry, SBV Pondicherry Campus, Pillaiyarkuppam, , Puducherry, 607402",BDS,Deemed/Paid Seats Quota,EWS,442608,442608,1,665186.4,R2
"Indira Gandhi Institute of Dental Sciences, Pondicherry, SBV Pondicherry Campus, Pillaiyarkuppam, , Puducherry, 607402",BDS,Deemed/Paid Seats Quota,General,251940,1144260,47,665186.4,R2
"Indira Gandhi Institute of Dental Sciences, Pondicherry, SBV Pondicherry Campus, Pillaiyarkuppam, , Puducherry, 607402",BDS,Deemed/Paid Seats Quota,General PwD,1154964,1154964,1,665186.4,R1
"Indira Gandhi Institute of Dental Sciences, Pondicherry, SBV Pondicherry Campus, Pillaiyarkuppam, , Puducherry, 607402",BDS,Deemed/Paid Seats Quota,OBC,105395,1355563,75,665186.4,R1
"Indira Gandhi Institute of Dental Sciences, Pondicherry, SBV Pondicherry Campus, Pillaiyarkuppam, , Puducherry, 607402",BDS,Deemed/Paid Seats Quota,SC,322952,1239821,7,665186.4,R2
"Indira Gandhi Institute of Dental Sciences, Pondicherry, SBV Pondicherry Campus, Pillaiyarkuppam, , Puducherry, 607402",BDS,Deemed/Paid Seats Quota,ST,442651,1102687,6,665186.4,R2
"Indira Gandhi Institute of Medical Sciences, Patna, RAZA BAZAR, SHEIKHPURA, PATNA, Bihar, 800014",MBBS,All India,EWS,4988,6200,2,5445.2,R1
"Indira Gandhi Institute of Medical Sciences, Patna, RAZA BAZAR, SHEIKHPURA, PATNA, Bihar, 800014",MBBS,All India,EWS PwD,619358,619358,1,5445.2,R1
"Indira Gandhi Institute of Medical Sciences, Patna, RAZA BAZAR, SHEIKHPURA, PATNA, Bihar, 800014",MBBS,All India,General,3801,7077,11,5445.2,R2
"Indira Gandhi Institute of Medical Sciences, Patna, RAZA BAZAR, SHEIKHPURA, PATNA, Bihar, 800014",MBBS,All India,OBC,4169,7220,13,5445.2,R1
"Indira Gandhi Institute of Medical Sciences, Patna, RAZA BAZAR, SHEIKHPURA, PATNA, Bihar, 800014",MBBS,All India,SC,33560,88879,5,5445.2,R3
"Indira Gandhi Institute of Medical Sciences, Patna, RAZA BAZAR, SHEIKHPURA, PATNA, Bihar, 800014",MBBS,All India,SC PwD,828828,828828,1,5445.2,R2
"Indira Gandhi Institute of Medical Sciences, Patna, RAZA BAZAR, SHEIKHPURA, PATNA, Bihar, 800014",MBBS,All India,ST,82645,118278,2,5445.2,R2
"Indira Gandhi Medical College & RI, Puducherry, Vazhudavour Road, Kadirkamam, Puducherry, 605009",MBBS,All India,EWS,14765,24495,5,14892.6,R3
"Indira Gandhi Medical College & RI, Puducherry, Vazhudavour Road, Kadirkamam, Puducherry, 605009",MBBS,All India,General,7070,16748,17,14892.6,R2
"Indira Gandhi Medical College & RI, Puducherry, Vazhudavour Road, Kadirkamam, Puducherry, 605009",MBBS,All India,OBC,5138,19840,14,14892.6,R3
"Indira Gandhi Medical College & RI, Puducherry, Vazhudavour Road, Kadirkamam, Puducherry, 605009",MBBS,All India,SC,65308,110518,8,14892.6,R2
"Indira Gandhi Medical College & RI, Puducherry, Vazhudavour Road, Kadirkamam, Puducherry, 605009",MBBS,All India,ST,90463,106967,3,14892.6,R1
"Institute of Dental Sciences, Bhubaneswar, K8, Kalinga Nagar, PO- Mahalaxmi Vihar, Bhubaneswar, Odisha, 751003",BDS,Deemed/Paid Seats Quota,EWS,714055,986551,3,510615.60000000003,R1
"Institute of Dental Sciences, Bhubaneswar, K8, Kalinga Nagar, PO- Mahalaxmi Vihar, Bhubaneswar, Odisha, 751003",BDS,Deemed/Paid Seats Quota,General,91996,1011150,76,510615.60000000003,R1
"Institute of Dental Sciences, Bhubaneswar, K8, Kalinga Nagar, PO- Mahalaxmi Vihar, Bhubaneswar, Odisha, 751003",BDS,Deemed/Paid Seats Quota,OBC,215662,958390,16,510615.60000000003,R1
"Institute of Dental Sciences, Bhubaneswar, K8, Kalinga Nagar, PO- Mahalaxmi Vihar, Bhubaneswar, Odisha, 751003",BDS,Deemed/Paid Seats Quota,SC,376497,978840,10,510615.60000000003,R1
"Institute of Medical Sciences & SUM Hospital, Campus II, At-Nakhara, Po- Phulnakhara, Bhubaneswar, Khordha, Odisha, 754001",MBBS,Deemed/Paid Seats Quota,EWS,107215,164753,6,119317.20000000001,R1
"Institute of Medical Sciences & SUM Hospital, Campus II, At-Nakhara, Po- Phulnakhara, Bhubaneswar, Khordha, Odisha, 754001",MBBS,Deemed/Paid Seats Quota,General,55623,175143,130,119317.20000000001,R1
"Institute of Medical Sciences & SUM Hospital, Campus II, At-Nakhara, Po- Phulnakhara, Bhubaneswar, Khordha, Odisha, 754001",MBBS,Deemed/Paid Seats Quota,OBC,86031,169142,18,119317.20000000001,R1
"Institute of Medical Sciences & SUM Hospital, Campus II, At-Nakhara, Po- Phulnakhara, Bhubaneswar, Khordha, Odisha, 754001",MBBS,Non-Resident Indian,General,461801,904101,22,119317.20000000001,R1
"Institute of Medical Sciences & SUM Hospital, Campus II, At-Nakhara, Po- Phulnakhara, Bhubaneswar, Khordha, Odisha, 754001",MBBS,Non-Resident Indian,OBC,435438,435438,1,119317.20000000001,R1
"Institute of Medical Sciences & SUM Hospital, Campus II, At-Nakhara, Po-Phulnakhara, ",MBBS,Deemed/Paid Seats Quota,OBC,126192,126192,1,126192.0,R1
"Institute of Medical Sciences and SUM Host., Bhubaneswar, K 8 Kalinga Nagar Po",MBBS,Deemed/Paid Seats Quota,General,119707,119707,1,119707.0,R1
"Institute of Medical Sciences and SUM Host., Bhubaneswar, K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Deemed/Paid Seats Quota,EWS,125302,224209,2,205744.0,R1
"Institute of Medical Sciences and SUM Host., Bhubaneswar, K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Deemed/Paid Seats Quota,General,43631,252400,198,205744.0,R1
"Institute of Medical Sciences and SUM Host., Bhubaneswar, K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Deemed/Paid Seats Quota,OBC,98372,251320,28,205744.0,R1
"Institute of Medical Sciences and SUM Host., Bhubaneswar, K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Deemed/Paid Seats Quota,SC,233037,251308,3,205744.0,R1
"Institute of Medical Sciences and SUM Host., Bhubaneswar, K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Non-Resident Indian,General,391048,1144159,32,205744.0,R1
"Institute of Medical Sciences and SUM Host., Bhubaneswar, K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Non-Resident Indian,OBC,424099,1015783,5,205744.0,R1
"Institute of Medical Sciences and SUM Host., Bhubaneswar, K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Non-Resident Indian,SC,739849,1108717,3,205744.0,R1
"J R MEDICAL COLLEGE AND HOSPITAL, TAMIL NADU, Chennai- Trichy NH- 45, Kiledaiyalam, Tindivanam Taluk, Villupuram District., Tamil Nadu, 604302",MBBS,Deemed/Paid Seats Quota,EWS,290867,541634,6,344600.0,R1
"J R MEDICAL COLLEGE AND HOSPITAL, TAMIL NADU, Chennai- Trichy NH- 45, Kiledaiyalam, Tindivanam Taluk, Villupuram District., Tamil Nadu, 604302",MBBS,Deemed/Paid Seats Quota,General,119171,587824,49,344600.0,R1
"J R MEDICAL COLLEGE AND HOSPITAL, TAMIL NADU, Chennai- Trichy NH- 45, Kiledaiyalam, Tindivanam Taluk, Villupuram District., Tamil Nadu, 604302",MBBS,Deemed/Paid Seats Quota,OBC,108822,588114,129,344600.0,R1
"J R MEDICAL COLLEGE AND HOSPITAL, TAMIL NADU, Chennai- Trichy NH- 45, Kiledaiyalam, Tindivanam Taluk, Villupuram District., Tamil Nadu, 604302",MBBS,Deemed/Paid Seats Quota,SC,244608,543580,12,344600.0,R1
"JAWAHAR LAL NEHRU MEDICAL, AJMER, NEAR PATEL STADIUM AJMER, Rajasthan, 305001",MBBS,All India,EWS,5122,9139,5,7412.2,R1
"JAWAHAR LAL NEHRU MEDICAL, AJMER, NEAR PATEL STADIUM AJMER, Rajasthan, 305001",MBBS,All India,General,3444,7437,11,7412.2,R2
"JAWAHAR LAL NEHRU MEDICAL, AJMER, NEAR PATEL STADIUM AJMER, Rajasthan, 305001",MBBS,All India,OBC,3807,8220,33,7412.2,R3
"JAWAHAR LAL NEHRU MEDICAL, AJMER, NEAR PATEL STADIUM AJMER, Rajasthan, 305001",MBBS,All India,OBC PwD,134364,620620,2,7412.2,R1
"JAWAHAR LAL NEHRU MEDICAL, AJMER, NEAR PATEL STADIUM AJMER, Rajasthan, 305001",MBBS,All India,SC,22614,58927,10,7412.2,R1
"JAWAHAR LAL NEHRU MEDICAL, AJMER, NEAR PATEL STADIUM AJMER, Rajasthan, 305001",MBBS,All India,SC PwD,935358,935358,1,7412.2,R1
"JAWAHAR LAL NEHRU MEDICAL, AJMER, NEAR PATEL STADIUM AJMER, Rajasthan, 305001",MBBS,All India,ST,71338,71756,2,7412.2,R2
"JAWAHAR LAL NEHRU MEDICAL, AJMER, NEAR PATEL STADIUM AJMER, Rajasthan, 305001",MBBS,All India,ST PwD,486535,486535,1,7412.2,R1
"JHALAWAR MEDICAL COLLEGE, Jhalawar, NH-52, KOTA ROAD, JHALAWAR, R AJASTHAN, Rajasthan, 326001",MBBS,All India,EWS,7524,11375,5,9263.6,R1
"JHALAWAR MEDICAL COLLEGE, Jhalawar, NH-52, KOTA ROAD, JHALAWAR, R AJASTHAN, Rajasthan, 326001",MBBS,All India,EWS PwD,1166721,1261180,2,9263.6,R1
"JHALAWAR MEDICAL COLLEGE, Jhalawar, NH-52, KOTA ROAD, JHALAWAR, R AJASTHAN, Rajasthan, 326001",MBBS,All India,General,5124,9592,10,9263.6,R3
"JHALAWAR MEDICAL COLLEGE, Jhalawar, NH-52, KOTA ROAD, JHALAWAR, R AJASTHAN, Rajasthan, 326001",MBBS,All India,OBC,5404,9869,26,9263.6,R1
"JHALAWAR MEDICAL COLLEGE, Jhalawar, NH-52, KOTA ROAD, JHALAWAR, R AJASTHAN, Rajasthan, 326001",MBBS,All India,SC,31901,70759,10,9263.6,R1
"JHALAWAR MEDICAL COLLEGE, Jhalawar, NH-52, KOTA ROAD, JHALAWAR, R AJASTHAN, Rajasthan, 326001",MBBS,All India,ST,46346,92695,7,9263.6,R2
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Internal - Puducherry UT Domicile,EWS,179806,248038,2,5179.200000000001,R1
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Internal - Puducherry UT Domicile,General,30860,44403,3,5179.200000000001,R1
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Internal - Puducherry UT Domicile,OBC,38742,47349,11,5179.200000000001,R2
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Internal - Puducherry UT Domicile,SC,26224,176249,4,5179.200000000001,R3
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Open Seat Quota,EWS,4663,7009,8,5179.200000000001,R1
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Open Seat Quota,General,1141,5668,25,5179.200000000001,R1
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Open Seat Quota,General PwD,201258,201258,1,5179.200000000001,R1
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Open Seat Quota,OBC,1623,7747,36,5179.200000000001,R1
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Open Seat Quota,OBC PwD,785986,785986,1,5179.200000000001,R3
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Open Seat Quota,SC,15828,50319,11,5179.200000000001,R1
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",MBBS,Open Seat Quota,ST,56070,67022,5,5179.200000000001,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Internal - Puducherry UT Domicile,EWS,75661,155189,4,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Internal - Puducherry UT Domicile,General,5824,28676,10,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Internal - Puducherry UT Domicile,OBC,2461,38734,25,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Internal - Puducherry UT Domicile,SC,33321,151839,12,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Internal - Puducherry UT Domicile,ST,267452,702405,3,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open Seat Quota,EWS,372,1485,12,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open Seat Quota,EWS PwD,190011,190011,1,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open Seat Quota,General,38,350,42,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open Seat Quota,General PwD,75918,107033,2,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open Seat Quota,OBC,116,867,45,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open Seat Quota,OBC PwD,40960,258535,4,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open Seat Quota,SC,768,6617,20,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open Seat Quota,SC PwD,495793,495793,1,630.0,R1
"JIPMER PUDUCHERR Y, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open Seat Quota,ST,1166,8697,10,630.0,R1
"JLN IMS, IMPHAL, Prompat, Imphal East, Manipur, Manipur, 795005",MBBS,All India,EWS,19624,28587,3,23155.2,R3
"JLN IMS, IMPHAL, Prompat, Imphal East, Manipur, Manipur, 795005",MBBS,All India,General,15129,24588,12,23155.2,R3
"JLN IMS, IMPHAL, Prompat, Imphal East, Manipur, Manipur, 795005",MBBS,All India,OBC,17914,24928,13,23155.2,R3
"JLN IMS, IMPHAL, Prompat, Imphal East, Manipur, Manipur, 795005",MBBS,All India,SC,78896,113727,3,23155.2,R3
"JLN IMS, IMPHAL, Prompat, Imphal East, Manipur, Manipur, 795005",MBBS,All India,SC PwD,1261284,1261284,1,23155.2,R2
"JLN IMS, IMPHAL, Prompat, Imphal East, Manipur, Manipur, 795005",MBBS,All India,ST PwD,1257214,1257214,1,23155.2,R1
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India, Maharashtra, 442107",MBBS,Deemed/Paid Seats Quota,EWS,115525,507703,15,382221.8,R1
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India, Maharashtra, 442107",MBBS,Deemed/Paid Seats Quota,General,64428,506817,163,382221.8,R1
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India, Maharashtra, 442107",MBBS,Deemed/Paid Seats Quota,OBC,113659,511535,60,382221.8,R1
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India, Maharashtra, 442107",MBBS,Deemed/Paid Seats Quota,SC,243132,457896,8,382221.8,R1
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India, Maharashtra, 442107",MBBS,Deemed/Paid Seats Quota,ST,457658,477934,3,382221.8,R1
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India, Maharashtra, 442107",MBBS,Non-Resident Indian,EWS,547157,984500,2,382221.8,R1
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India, Maharashtra, 442107",MBBS,Non-Resident Indian,General,559680,1020457,27,382221.8,R1
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India, Maharashtra, 442107",MBBS,Non-Resident Indian,OBC,519794,968710,10,382221.8,R1
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India, Maharashtra, 442107",MBBS,Non-Resident Indian,SC,791773,1004504,4,382221.8,R1
"JSS Dental College, Mysuru, The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu, Karnataka, 570015",BDS,Deemed/Paid Seats Quota,EWS,508958,716247,3,519158.8,R1
"JSS Dental College, Mysuru, The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu, Karnataka, 570015",BDS,Deemed/Paid Seats Quota,General,128341,853567,71,519158.8,R1
"JSS Dental College, Mysuru, The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu, Karnataka, 570015",BDS,Deemed/Paid Seats Quota,OBC,279833,862940,35,519158.8,R1
"JSS Dental College, Mysuru, The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu, Karnataka, 570015",BDS,Deemed/Paid Seats Quota,SC,423015,793081,3,519158.8,R1
